,NO,NO2,SO2
2393.0cm-1,1.8950009326147915e+21,2.4519475886683047e+21,-4.3469485212832104e+21
2394.0cm-1,-6.824779486413775e+20,3.877042190761147e+21,-3.194564242119804e+21
2395.0cm-1,-2.221694970351511e+21,6.361960599673888e+21,-4.1402656293224296e+21
2396.0cm-1,-9.808457836053406e+21,8.939177340290709e+21,8.692804957628296e+20
2397.0cm-1,1.6802025637023127e+21,8.184534729164707e+21,-9.864737292866868e+21
2398.0cm-1,2.9714834809968667e+21,8.768615617667987e+21,-1.1740099098664956e+22
2399.0cm-1,-2.6596725231204675e+21,8.997531790904403e+21,-6.337859267783971e+21
2400.0cm-1,-7.671836973612249e+21,1.2512505526589317e+22,-4.840668552977017e+21
2401.0cm-1,-7.067980038914978e+21,4.886508341296946e+21,2.181471697617812e+21
2402.0cm-1,3.7142233775013296e+21,1.0814539234567046e+22,-1.4528762612068624e+22
2403.0cm-1,-1.249690892989232e+22,1.1377710130491073e+22,1.1191987994010081e+21
2404.0cm-1,-5.525694600058374e+21,8.041401346986979e+21,-2.5157067469285113e+21
2405.0cm-1,-7.653709374965861e+21,8.846277416022573e+21,-1.1925680410564963e+21
2406.0cm-1,-1.1612853521252608e+22,1.017242827292516e+22,1.440425248327534e+21
2407.0cm-1,-1.193771372546034e+22,1.1241274446201754e+22,6.964392792587256e+20
2408.0cm-1,-3.908843517192784e+21,5.532043730661076e+21,-1.62320021346817e+21
2409.0cm-1,-2.0784501713682002e+21,6.157020319478424e+21,-4.078570148110214e+21
2410.0cm-1,-7.277005433556472e+21,1.2827156753995352e+22,-5.550151320438742e+21
2411.0cm-1,-3.9763403481244086e+21,9.165137139857323e+21,-5.188796791732643e+21
2412.0cm-1,-2.002461879406104e+21,8.034828057438519e+21,-6.03236617803217e+21
2413.0cm-1,2.0852248741265665e+21,8.417711085934146e+21,-1.0502935960060567e+22
2414.0cm-1,-5.892219043842033e+21,3.5568382501924393e+21,2.3353807936494082e+21
2415.0cm-1,9.173111943648382e+20,9.020789478788468e+21,-9.938100673153392e+21
2416.0cm-1,-2.440666901512222e+21,9.432215042083652e+21,-6.991548140571419e+21
2417.0cm-1,3.5734509304220897e+18,7.846656576726289e+21,-7.850230027656642e+21
2418.0cm-1,-7.663898855255524e+21,7.262057970370623e+21,4.018408848846795e+20
2419.0cm-1,1.934303102756532e+20,6.428163574936217e+21,-6.621593885211938e+21
2420.0cm-1,-5.524718116864553e+21,1.1270988083037123e+22,-5.74626996617267e+21
2421.0cm-1,-6.105249260270469e+21,1.1786909904322972e+22,-5.681660644052435e+21
2422.0cm-1,-2.041969758446514e+22,1.130313366750917e+22,9.116563916955921e+21
2423.0cm-1,-2.8569221885783987e+21,6.548046000341143e+21,-3.691123811762717e+21
2424.0cm-1,-6.631633364881469e+21,6.007047249059532e+21,6.245861158217297e+20
2425.0cm-1,-3.0648451869516996e+22,1.3714674225726047e+22,1.6933777643791471e+22
2426.0cm-1,-7.463135364953431e+20,9.905461249377485e+21,-9.159147712882102e+21
2427.0cm-1,-2.6017434867291245e+22,1.4035023366322324e+22,1.1982411500968795e+22
2428.0cm-1,-4.122708738504598e+22,5.304001922547216e+21,3.5923085462498406e+22
2429.0cm-1,-2.5792699910163075e+22,5.53971625537779e+21,2.0252983654785487e+22
2430.0cm-1,-3.133203164192375e+22,3.33405306406327e+21,2.7997978577860722e+22
2431.0cm-1,-1.087181452098048e+22,1.1603280926361464e+22,-7.31466405380667e+20
2432.0cm-1,-2.7654223498375565e+22,1.5693606440914148e+21,2.6084862854284326e+22
2433.0cm-1,-3.4555596196500304e+22,3.680113678575048e+21,3.087548251792532e+22
2434.0cm-1,-1.8246820602589292e+22,-1.4079638491503476e+21,1.9654784451739715e+22
2435.0cm-1,-3.3954689209634673e+22,5.905698299415505e+20,3.3364119379693105e+22
2436.0cm-1,-5.306889913312707e+21,-9.714631829739542e+20,6.278353096286698e+21
2437.0cm-1,-1.0902666016361934e+22,-7.082375404556478e+20,1.1610903556817689e+22
2438.0cm-1,-2.9556063301214247e+21,-6.211179615590904e+20,3.576724291680516e+21
2439.0cm-1,-3.8335469684614916e+21,-9.176819522578897e+20,4.751228920719368e+21
2440.0cm-1,-6.855087004871037e+20,-2.072562122137915e+20,8.927649127008934e+20
2441.0cm-1,-1.4693741877847724e+22,-2.376277400735395e+21,1.707001927858307e+22
2442.0cm-1,-1.239506503964202e+22,-2.827243388164809e+21,1.5222308427806752e+22
2443.0cm-1,-4.1328232886002364e+21,-1.2660279337062268e+21,5.39885122230648e+21
2444.0cm-1,-3.1383271092203854e+20,-5.9897975890405245e+19,3.737306868124445e+20
2445.0cm-1,-3.798641123982563e+21,-7.597582346535172e+20,4.5583993586360805e+21
2446.0cm-1,-1.9979298725589034e+22,7.181804655133083e+21,1.2797494070455814e+22
2447.0cm-1,-4.94608308231934e+21,-1.72356214050919e+21,6.669645222828538e+21
2448.0cm-1,-4.810168566225472e+21,-1.2386214175336487e+21,6.04878998375904e+21
2449.0cm-1,-4.782243261216609e+21,5.906351016945099e+21,-1.1241077557286868e+21
2450.0cm-1,-1.7834233780221994e+22,8.465359965633257e+21,9.368873814587916e+21
2451.0cm-1,-3.111704108205029e+22,7.826054108048562e+21,2.3290986974002274e+22
2452.0cm-1,-3.0677997023934474e+20,-6.539927406011073e+19,3.721792442994554e+20
2453.0cm-1,-3.1773049370158105e+20,-7.75652467325762e+19,3.952957404341562e+20
2454.0cm-1,-1.475889332202498e+21,7.763370559106704e+21,-6.287481226904246e+21
2455.0cm-1,-3.918329552553277e+22,6.812540294558308e+21,3.237075523097425e+22
2456.0cm-1,-4.430648280074602e+20,-6.927841491498118e+19,5.12343242922442e+20
2457.0cm-1,-2.572373823248849e+20,-6.0654386381595935e+19,3.17891768706482e+20
2458.0cm-1,-2.2949544714547917e+19,-6.930291600430252e+18,2.987983631497805e+19
2459.0cm-1,-8.132664475414237e+21,9.838545926688487e+21,-1.7058814512740093e+21
2460.0cm-1,-1.7616388940411316e+19,-4.717598810222379e+18,2.233398775063359e+19
2461.0cm-1,-2.7019167237716768e+20,-7.827673826837537e+19,3.484684106455416e+20
2462.0cm-1,-8.199430026953204e+21,8.114620125511739e+21,8.480990144175802e+19
2463.0cm-1,-2.043537436100936e+22,4.543388018529784e+21,1.5891986342479984e+22
2464.0cm-1,-3.996095155691063e+21,-5.0467402433131394e+20,4.5007691800223904e+21
2465.0cm-1,-3.6789072415650905e+21,-9.660485188950313e+20,4.6449557604601247e+21
2466.0cm-1,-5.991487661402512e+21,-9.756787694141658e+20,6.96716643081665e+21
2467.0cm-1,-5.005456414601396e+21,4.750958971717941e+21,2.5449744288372644e+20
2468.0cm-1,-8.228315568287616e+21,-1.3531340361095103e+21,9.581449604397024e+21
2469.0cm-1,-4.571124515223535e+18,-1.2034581514049646e+18,5.77458266662848e+18
2470.0cm-1,-4.581473685446532e+20,-1.2897765554744322e+20,5.871250240920961e+20
2471.0cm-1,-3.3835417911535112e+19,-7.56767936990328e+18,4.140309728143834e+19
2472.0cm-1,-1.193687915110399e+21,-2.848388101445573e+20,1.4785267252549536e+21
2473.0cm-1,-1.5003837008804706e+21,-3.914018796294663e+20,1.8917855805099294e+21
2474.0cm-1,-2.18599214760248e+20,-7.060926727243821e+19,2.892084820326877e+20
2475.0cm-1,-5.913057783051722e+19,-2.0906087658415178e+19,8.003666548893223e+19
2476.0cm-1,-1.9719628189996207e+20,-5.536741613770655e+19,2.5256369803766838e+20
2477.0cm-1,-1.532631074310353e+19,-4.2557587392320195e+18,1.9582069482335646e+19
2478.0cm-1,-2.7174649033244578e+19,-5.344901525152556e+18,3.251955055839728e+19
2479.0cm-1,-2.830480557276664e+19,-9.35131861054372e+18,3.765612418331035e+19
2480.0cm-1,-2.5353141170762977e+19,-1.0351861634515724e+19,3.570500280527869e+19
2481.0cm-1,-5.469486417385674e+20,2.8651557897399147e+21,-2.3182071480013242e+21
2482.0cm-1,-2.075672329135178e+19,-4.444777976801835e+18,2.5201501268153623e+19
2483.0cm-1,-4.498770922384278e+20,-7.75489840183927e+19,5.274260762568227e+20
2484.0cm-1,-8.098079596573937e+18,-2.1191391003697551e+18,1.021721869694368e+19
2485.0cm-1,-1.1723818824643524e+22,-1.62221223927636e+21,1.3346031063919728e+22
2486.0cm-1,-1.87222884693659e+19,-4.930957106714068e+18,2.3653245576079933e+19
2487.0cm-1,-4.355362641010344e+20,-9.217318304296788e+19,5.277094471440028e+20
2488.0cm-1,-6.6483506243385025e+19,-1.5085055739851778e+19,8.156856198323633e+19
2489.0cm-1,-4.361876728649452e+19,-1.2095615467346924e+19,5.571438275384126e+19
2490.0cm-1,-2.1255216124163087e+20,-5.586064505040341e+19,2.6841280629203495e+20
2491.0cm-1,-1.465078390449491e+20,-3.2076933010341237e+19,1.7858477205529025e+20
2492.0cm-1,-5.3836554295683206e+20,-1.2662526790571686e+20,6.649908108625504e+20
2493.0cm-1,-6.07969821601244e+21,2.415264003008859e+21,3.664434213003585e+21
2494.0cm-1,-1.4159133203065956e+19,-3.9790825456407695e+18,1.8138215748706791e+19
2495.0cm-1,-5.483355076597292e+18,-1.1102702879119991e+18,6.593625364509282e+18
2496.0cm-1,-1.6405878564327176e+18,-6.376546667981626e+17,2.2782425232308785e+18
2497.0cm-1,-2.6952920118172494e+22,8.182485969078482e+21,1.8770434149094177e+22
2498.0cm-1,-3.590365053146754e+18,-1.192450248357704e+18,4.782815301504466e+18
2499.0cm-1,-1.2427262621296804e+21,-2.973220603877959e+20,1.5400483225174876e+21
2500.0cm-1,-2.2192599886329604e+20,1.7171069098232182e+21,-1.4951809109599453e+21
2501.0cm-1,-9.131726031583333e+21,-6.03529322764657e+20,9.735255354348052e+21
2502.0cm-1,-1.7730365613735254e+21,2.028120356519076e+21,-2.5508379514561446e+20
2503.0cm-1,-1.512011456246656e+21,-3.8563234948896254e+20,1.897643805735623e+21
2504.0cm-1,-2.285888733182346e+19,-5.149390876265155e+18,2.8008278208088564e+19
2505.0cm-1,-2.212950245170163e+21,-1.9354622862784578e+20,2.4064964737979987e+21
2506.0cm-1,-3.9354301979496793e+21,-3.4771814981716705e+20,4.2831483477668355e+21
2507.0cm-1,-8.282156168368718e+21,2.2514382202985885e+21,6.030717948070252e+21
2508.0cm-1,-6.871858272867257e+19,-1.5076476257275654e+19,8.37950589859481e+19
2509.0cm-1,-1.0030814394865343e+22,1.0528760268291492e+21,8.977938368036279e+21
2510.0cm-1,-1.6423125587540332e+20,-4.730901906221712e+19,2.115402749376218e+20
2511.0cm-1,-3.0153596353075355e+22,1.9141342731755612e+20,2.9962182925757677e+22
2512.0cm-1,-3.1547808031448837e+18,-6.057889942887008e+17,3.760569797433587e+18
2513.0cm-1,-4.550914776542014e+20,-1.2270248623812085e+20,5.777939638923247e+20
2514.0cm-1,-1.2447849333930894e+21,-4.30527546848673e+20,1.6753124802417609e+21
2515.0cm-1,-1.0158880827175098e+21,-1.4667122327621573e+19,1.0305552050451343e+21
2516.0cm-1,-1.714264156055636e+20,-3.61136564487959e+19,2.0754007205435956e+20
2517.0cm-1,-1.8156130053712177e+20,-5.40207552739097e+19,2.355820558110301e+20
2518.0cm-1,-4.2494405539979403e+21,-2.3573846230181567e+20,4.4851790162997407e+21
2519.0cm-1,-9.34314922085118e+18,-2.306479999034109e+18,1.1649629219885339e+19
2520.0cm-1,-1.7995949970632485e+21,-3.2936801144860344e+20,2.1289630085118404e+21
2521.0cm-1,-1.1728166616072347e+21,-2.4745697101353045e+20,1.420273632620773e+21
2522.0cm-1,-1.3678893889474357e+21,-1.32608738308859e+20,1.500498127256297e+21
2523.0cm-1,-2.1318248863202357e+19,-4.222487836911021e+18,2.554073670011354e+19
2524.0cm-1,-1.8891097845688857e+19,-3.7595265121081656e+18,2.265062435779724e+19
2525.0cm-1,-3.0203884944070935e+21,-5.690038234041471e+20,3.589392317811233e+21
2526.0cm-1,-5.276593937624388e+21,-3.723368726024896e+19,5.313827624884589e+21
2527.0cm-1,-1.1444002889638733e+21,1.1640609878738638e+21,-1.9660698909977022e+19
2528.0cm-1,-1.6192765108253014e+21,1.1575948113950164e+21,4.6168169943031605e+20
2529.0cm-1,-1.1591844891705903e+20,-3.1869036289952854e+19,1.4778748520701146e+20
2530.0cm-1,-2.105775657845673e+20,-6.9934824144793625e+19,2.8051238992935987e+20
2531.0cm-1,-1.0992525780247504e+21,7.628765859875545e+20,3.363759920371977e+20
2532.0cm-1,-6.375658501305519e+20,2.8558568630660906e+21,-2.2182910129355243e+21
2533.0cm-1,-4.391050470343566e+21,1.749710494173665e+21,2.6413399761698895e+21
2534.0cm-1,-1.2764972115984908e+21,1.4672316052032712e+21,-1.9073439360476732e+20
2535.0cm-1,-4.511883671392219e+21,1.14855805242066e+21,3.3633256189716694e+21
2536.0cm-1,-4.1306305839916704e+21,7.818788186842358e+19,4.052442702123318e+21
2537.0cm-1,-1.5734178607393433e+21,1.68645307721018e+21,-1.1303521647088915e+20
2538.0cm-1,2.2441668849355316e+20,2.106912547137866e+21,-2.3313292356313874e+21
2539.0cm-1,-8.460665084603672e+21,-7.47487612781011e+20,9.20815269738472e+21
2540.0cm-1,-3.799287941139109e+21,4.2431942692643505e+21,-4.4390632812518225e+20
2541.0cm-1,4.738415502047239e+20,1.7221468382061328e+21,-2.1959883884108692e+21
2542.0cm-1,-9.494738577504085e+20,-2.3718675621934832e+20,1.1866606139697505e+21
2543.0cm-1,-2.429964922472659e+19,6.758710510393346e+20,-6.515714018146138e+20
2544.0cm-1,1.686940392860506e+20,6.198512663395735e+20,-7.885453056256138e+20
2545.0cm-1,-4.715062987089088e+19,9.809179612775429e+20,-9.337673314066596e+20
2546.0cm-1,-6.207339194824414e+20,8.761633103028743e+20,-2.554293908204418e+20
2547.0cm-1,-1.3940107573500661e+20,4.593027878858109e+20,-3.1990171215081924e+20
2548.0cm-1,2.067691555189868e+20,3.8336223915460506e+20,-5.901313946736042e+20
2549.0cm-1,-9.147658416397183e+19,5.313041424454529e+20,-4.398275582814815e+20
2550.0cm-1,-1.0028780765451823e+22,2.418523829610128e+21,7.610256935841636e+21
2551.0cm-1,1.4699404313948992e+20,7.002222318562185e+20,-8.472162749957311e+20
2552.0cm-1,-8.967467312740522e+21,5.436993622904227e+21,3.530473689836504e+21
2553.0cm-1,-1.4056981306680968e+21,2.9532718286815704e+21,-1.5475736980134764e+21
2554.0cm-1,-1.9059105215248574e+20,7.026424899372323e+20,-5.1205143778473496e+20
2555.0cm-1,7.170290161957546e+19,3.469470661925145e+20,-4.186499678121049e+20
2556.0cm-1,-1.884580862171055e+20,5.3370351600656135e+20,-3.4524542978943327e+20
2557.0cm-1,2.1022797236382986e+19,6.935401850241419e+20,-7.145629822604902e+20
2558.0cm-1,-1.8459645002909446e+21,9.145565453273268e+20,9.314079549636451e+20
2559.0cm-1,-1.2779508982927734e+21,6.261702160060092e+20,6.517806822867833e+20
2560.0cm-1,-5.856369640264133e+20,3.5450402071399046e+20,2.3113294331243653e+20
2561.0cm-1,1.1046574574131662e+20,1.706188713714282e+21,-1.8166544594555618e+21
2562.0cm-1,1.395634619592306e+19,1.8925467092151665e+20,-2.032110171174375e+20
2563.0cm-1,-2.9078983359067164e+20,9.302727878851854e+20,-6.39482954294561e+20
2564.0cm-1,-7.328280524641374e+21,3.2050721281218613e+21,4.1232083965197204e+21
2565.0cm-1,-3.076632496267355e+21,2.0372632385073536e+21,1.0393692577600729e+21
2566.0cm-1,-8.068761608315296e+21,1.8693491910643632e+21,6.199412417250981e+21
2567.0cm-1,7.813706254029994e+20,1.5531082077228386e+21,-2.3344788331258186e+21
2568.0cm-1,-1.3693645524589979e+21,1.6035440006389694e+21,-2.3417944818007658e+20
2569.0cm-1,2.9900264491975e+19,1.002614016159914e+21,-1.0325142806518749e+21
2570.0cm-1,-2.1754428455543046e+20,6.28485851597538e+20,-4.109415670421276e+20
2571.0cm-1,-1.1248039826516296e+21,1.45834870885739e+21,-3.3354472620573144e+20
2572.0cm-1,-2.969335638686372e+20,2.8711415141052662e+20,9.819412458109028e+18
2573.0cm-1,-5.296845565691377e+19,4.6847877779210705e+20,-4.1551032213519335e+20
2574.0cm-1,-1.0267596008324525e+20,2.93306932731339e+20,-1.9063097264808962e+20
2575.0cm-1,-2.737169789935274e+21,3.013995783338246e+21,-2.7682599340302674e+20
2576.0cm-1,-3.3392542942000427e+19,2.9030728437931072e+20,-2.569147414373101e+20
2577.0cm-1,-2.1452145864437704e+21,4.001127357120608e+21,-1.8559127706768232e+21
2578.0cm-1,-2.612245313063036e+21,1.2810824220203496e+21,1.3311628910426215e+21
2579.0cm-1,2.921840093765429e+19,3.217321814711295e+20,-3.5095058240879054e+20
2580.0cm-1,2.4969127954823535e+20,1.9965708400046422e+21,-2.2462621195528873e+21
2581.0cm-1,-4.496057885791999e+20,9.500683358097289e+20,-5.0046254723055655e+20
2582.0cm-1,-2.4516198814688343e+20,4.3853083475480235e+20,-1.9336884660793564e+20
2583.0cm-1,9.285000365494745e+20,1.4881003710162128e+21,-2.4166004075657523e+21
2584.0cm-1,2.6938799655214285e+19,4.271128649084008e+20,-4.540516645636141e+20
2585.0cm-1,-5.087038973953637e+19,5.2139544390741583e+20,-4.7052505416788174e+20
2586.0cm-1,-2.724252256921182e+20,9.591846197463009e+20,-6.867593940541803e+20
2587.0cm-1,-5.727951416511696e+19,3.2161493513310287e+20,-2.6433542096798266e+20
2588.0cm-1,-3.214632747745886e+20,4.811383948325331e+20,-1.5967512005794126e+20
2589.0cm-1,1.511689065422541e+19,5.038328561585923e+20,-5.189497468128151e+20
2590.0cm-1,-4.773381646800076e+19,2.1320958558510612e+20,-1.6547576911710188e+20
2591.0cm-1,-9.788441863537548e+20,3.7745813816700405e+21,-2.7957371953163094e+21
2592.0cm-1,-1.0708976043659845e+21,1.3649200443593002e+21,-2.9402243999332234e+20
2593.0cm-1,-3.1967862566234046e+19,2.7150754469450665e+20,-2.395396821282716e+20
2594.0cm-1,-4.717337678459592e+20,1.901954922113182e+21,-1.4302211542672217e+21
2595.0cm-1,-1.6450112832622746e+20,3.9321226927237615e+20,-2.287111409461421e+20
2596.0cm-1,-6.623796648178175e+19,3.019446279339805e+20,-2.3570666145220585e+20
2597.0cm-1,1.3834981422638467e+20,4.5034248824121845e+20,-5.8869230246760566e+20
2598.0cm-1,-1.232485858200433e+20,3.8944581946364133e+20,-2.6619723364360045e+20
2599.0cm-1,1.3098551211381845e+20,5.109822814497895e+20,-6.419677935635985e+20
2600.0cm-1,6.777284368309804e+18,2.4048645913742655e+20,-2.4726374350573824e+20
2601.0cm-1,-7.554888646485659e+19,4.49640786985067e+20,-3.740919005202018e+20
2602.0cm-1,-1.3340327794331102e+20,5.4967822553611305e+20,-4.162749475927945e+20
2603.0cm-1,-5.046264959616696e+20,3.3998184428540946e+20,1.646446516762591e+20
2604.0cm-1,-8.483425386989187e+20,9.524888317216256e+20,-1.0414629302272518e+20
2605.0cm-1,-2.1334893965784557e+20,6.501142292112897e+20,-4.3676528955346407e+20
2606.0cm-1,-3.1420450777596056e+21,3.5960765523781175e+21,-4.540314746184748e+20
2607.0cm-1,4.459740020330982e+19,1.3149737914636663e+20,-1.7609477934967895e+20
2608.0cm-1,1.1105947550504118e+19,1.4432859608947825e+20,-1.55434543639982e+20
2609.0cm-1,-3.860675422537886e+19,1.638443954094989e+20,-1.2523764118412027e+20
2610.0cm-1,-3.389392374759764e+19,1.2324134571370768e+20,-8.934742196611659e+19
2611.0cm-1,1.0854961274258697e+20,1.1653373402385459e+20,-2.2508334676644305e+20
2612.0cm-1,-1.8890319105587292e+20,4.2449312371419093e+20,-2.3558993265831228e+20
2613.0cm-1,-1.891426227286779e+20,2.2269654499788135e+20,-3.3553922269214183e+19
2614.0cm-1,-9.126494511734823e+19,4.443899528225817e+20,-3.5312500770521894e+20
2615.0cm-1,-4.5604990486562773e+20,9.192550947250232e+20,-4.632051898593923e+20
2616.0cm-1,-1.6858175566199077e+19,6.790219328900708e+19,-5.104401772280616e+19
2617.0cm-1,-3.664327602716794e+20,9.20140591680822e+20,-5.5370783140915426e+20
2618.0cm-1,-1.2893159952712884e+20,1.9989122607913386e+20,-7.095962655200701e+19
2619.0cm-1,-4.901416610194093e+18,4.94902478795768e+19,-4.458883126938533e+19
2620.0cm-1,-1.975755315057327e+20,3.894340551888652e+20,-1.9185852368314293e+20
2621.0cm-1,-1.2147595799627663e+19,2.1255157840266e+20,-2.0040398260303846e+20
2622.0cm-1,-8.419446539625526e+19,6.190845303355622e+19,2.2286012362698473e+19
2623.0cm-1,-5.105434117407017e+19,3.458788994847977e+20,-2.9482455831072132e+20
2624.0cm-1,-7.846061776729567e+20,7.047370689824851e+20,7.986910869045762e+19
2625.0cm-1,-9.378038697298602e+19,1.0843712735779071e+21,-9.905908866049188e+20
2626.0cm-1,-1.792249231513865e+20,5.1943220382234686e+20,-3.4020728067094485e+20
2627.0cm-1,-1.2529960760810858e+20,6.178930692277182e+20,-4.925934616196155e+20
2628.0cm-1,1.1155358452181955e+20,1.283595191505634e+20,-2.3991310367238236e+20
2629.0cm-1,-1.8196783236641427e+20,3.169905721859644e+20,-1.3502273981955893e+20
2630.0cm-1,-1.4523693763712979e+19,9.44956918415364e+19,-7.997199807782235e+19
2631.0cm-1,-7.303452269645816e+18,9.018023452908531e+19,-8.287678225943768e+19
2632.0cm-1,6.209572797758435e+20,2.0571456144017067e+21,-2.6781028941775655e+21
2633.0cm-1,-6.370768161104834e+19,2.0208823610463486e+20,-1.3838055449358595e+20
2634.0cm-1,-4.908638848211556e+20,1.0177552314443281e+21,-5.268913466231582e+20
2635.0cm-1,-4.537574815377491e+19,1.4136867487971536e+20,-9.599292672593771e+19
2636.0cm-1,3.5683098082653585e+19,2.2448915177716446e+20,-2.6017224985982e+20
2637.0cm-1,-4.338869294266204e+19,1.4871294747980012e+20,-1.0532425453713778e+20
2638.0cm-1,8.177189663280457e+20,1.5739907222244407e+21,-2.3917096885524884e+21
2639.0cm-1,-6.445095710503832e+19,1.9125416959149307e+20,-1.2680321248644841e+20
2640.0cm-1,-2.707788083829236e+20,4.73896150801401e+20,-2.031173424184745e+20
2641.0cm-1,1.2853453306729508e+20,2.928984875180837e+20,-4.2143302058537275e+20
2642.0cm-1,-2.975869723909992e+19,6.93902701462671e+20,-6.641440042235784e+20
2643.0cm-1,3.3762973949763396e+19,2.0874345021610662e+20,-2.4250642416587375e+20
2644.0cm-1,-1.1344613021839527e+20,2.1721926891752254e+21,-2.0587465589567827e+21
2645.0cm-1,-1.695263875095874e+21,1.6250413600455454e+21,7.0222515050361496e+19
2646.0cm-1,1.0585487048583297e+19,2.1319705469373373e+20,-2.2378254174231934e+20
